resistencia,tiempo,VCH1,VCH2
1000,-0.0011749999999999998,1.3,1.24
1000,-0.001174,1.3,1.26
1000,-0.001173,1.3,1.26
1000,-0.0011719999999999999,1.3,1.26
1000,-0.001171,1.32,1.26
1000,-0.00117,1.32,1.24
1000,-0.001169,1.3,1.28
1000,-0.001168,1.3,1.26
1000,-0.0011669999999999999,1.3,1.26
1000,-0.001166,1.3,1.26
1000,-0.0011649999999999998,-1.04,1.22
1000,-0.0011639999999999999,-1.06,1.22
1000,-0.001163,-1.06,1.22
1000,-0.0011619999999999998,-1.08,1.2
1000,-0.001161,-1.06,1.16
1000,-0.00116,-1.08,1.16
1000,-0.0011589999999999999,-1.08,1.1400000000000001
1000,-0.001158,-1.08,1.1400000000000001
1000,-0.0011569999999999998,-1.08,1.12
1000,-0.001156,-1.08,1.12
1000,-0.001155,-1.08,1.1
1000,-0.0011539999999999999,-1.1,1.06
1000,-0.001153,-1.1,1.08
1000,-0.0011519999999999998,-1.08,1.06
1000,-0.001151,-1.1,1.06
1000,-0.00115,-1.08,1.04
1000,-0.0011489999999999998,-1.08,1.04
1000,-0.001148,-1.1,1.04
1000,-0.001147,-1.08,1.04
1000,-0.0011459999999999999,-1.08,1.0
1000,-0.001145,-1.1,1.0
1000,-0.0011439999999999998,-1.08,0.98
1000,-0.001143,-1.08,0.96
1000,-0.001142,-1.08,1.0
1000,-0.0011409999999999999,-1.1,0.96
1000,-0.00114,-1.1,0.9400000000000001
1000,-0.0011389999999999998,-1.1,0.9400000000000001
1000,-0.001138,-1.1,0.9400000000000001
1000,-0.001137,-1.08,0.92
1000,-0.0011359999999999999,-1.1,0.92
1000,-0.001135,-1.1,0.92
1000,-0.001134,-1.08,0.88
1000,-0.001133,-1.1,0.88
1000,-0.001132,-1.1,0.88
1000,-0.0011309999999999998,-1.1,0.88
1000,-0.00113,-1.1,0.84
1000,-0.001129,-1.1,0.8
1000,-0.0011279999999999999,-1.1,0.8200000000000001
1000,-0.001127,-1.08,0.8200000000000001
1000,-0.0011259999999999998,-1.1,0.8200000000000001
1000,-0.001125,-1.08,0.8200000000000001
1000,-0.001124,-1.1,0.8
1000,-0.0011229999999999999,-1.1,0.78
1000,-0.001122,-1.1,0.74
1000,-0.001121,-1.08,0.76
1000,-0.00112,-1.1,0.74
1000,-0.001119,-1.1,0.74
1000,-0.0011179999999999999,-1.1,0.74
1000,-0.001117,-1.1,0.74
1000,-0.0011159999999999998,-1.08,0.74
1000,-0.0011149999999999999,-1.1,0.72
1000,-0.001114,-1.1,0.7000000000000001
1000,-0.0011129999999999998,-1.08,0.7000000000000001
1000,-0.001112,-1.1,0.68
1000,-0.001111,-1.1,0.68
1000,-0.0011099999999999999,-1.1,0.66
1000,-0.001109,-1.1,0.66
1000,-0.001108,-1.1,0.66
1000,-0.001107,-1.1,0.64
1000,-0.001106,-1.1,0.66
1000,-0.0011049999999999999,-1.1,0.62
1000,-0.001104,-1.1,0.62
1000,-0.0011029999999999998,-1.1,0.62
1000,-0.001102,-1.1,0.6
1000,-0.001101,-1.1,0.6
1000,-0.0010999999999999998,-1.1,0.6
1000,-0.001099,-1.1,0.6
1000,-0.001098,-1.1,0.54
1000,-0.0010969999999999999,-1.1,0.58
1000,-0.001096,-1.1,0.56
1000,-0.0010949999999999998,-1.1,0.54
1000,-0.001094,-1.1,0.56
1000,-0.001093,-1.1,0.54
1000,-0.0010919999999999999,-1.1,0.52
1000,-0.001091,-1.1,0.5
1000,-0.0010899999999999998,-1.12,0.52
1000,-0.001089,-1.1,0.52
1000,-0.001088,-1.1,0.5
1000,-0.0010869999999999999,-1.1,0.5
1000,-0.001086,-1.1,0.5
1000,-0.001085,-1.1,0.48
1000,-0.001084,-1.1,0.44
1000,-0.001083,-1.1,0.46
1000,-0.0010819999999999998,-1.1,0.44
1000,-0.001081,-1.1,0.44
1000,-0.00108,-1.08,0.46
1000,-0.0010789999999999999,-1.1,0.44
1000,-0.001078,-1.1,0.44
1000,-0.0010769999999999998,-1.1,0.4
1000,-0.001076,-1.1,0.42
1000,-0.001075,-1.1,0.4
1000,-0.0010739999999999999,-1.12,0.38
1000,-0.001073,-1.1,0.4
1000,-0.001072,-1.12,0.38
1000,-0.001071,-1.1,0.36
1000,-0.00107,-1.1,0.38
1000,-0.0010689999999999999,-1.1,0.36
1000,-0.001068,-1.1,0.34
1000,-0.0010669999999999998,-1.1,0.34
1000,-0.0010659999999999999,-1.1,0.3
1000,-0.001065,-1.1,0.32
1000,-0.0010639999999999998,-1.1,0.32
1000,-0.001063,-1.1,0.3
1000,-0.001062,-1.12,0.32
1000,-0.0010609999999999999,-1.1,0.3
1000,-0.00106,-1.1,0.32
1000,-0.001059,-1.12,0.3
1000,-0.001058,-1.1,0.28
1000,-0.001057,-1.1,0.24
1000,-0.0010559999999999999,-1.1,0.26
1000,-0.001055,-1.12,0.26
1000,-0.0010539999999999998,-1.1,0.26
1000,-0.001053,-1.1,0.24
1000,-0.001052,-1.1,0.24
1000,-0.0010509999999999999,-1.1,0.24
1000,-0.00105,-1.1,0.26
1000,-0.001049,-1.1,0.22
1000,-0.0010479999999999999,-1.1,0.22
1000,-0.001047,-1.1,0.22
1000,-0.0010459999999999998,-1.1,0.2
1000,-0.001045,-1.1,0.2
1000,-0.001044,-1.12,0.2
1000,-0.0010429999999999999,-1.1,0.18
1000,-0.001042,-1.1,0.22
1000,-0.0010409999999999998,-1.1,0.18
1000,-0.00104,-1.1,0.14
1000,-0.001039,-1.1,0.16
1000,-0.0010379999999999999,-1.1,0.18
1000,-0.001037,-1.1,0.16
1000,-0.001036,-1.1,0.14
1000,-0.001035,-1.12,0.14
1000,-0.001034,-1.1,0.14
1000,-0.0010329999999999998,-1.1,0.16
1000,-0.001032,-1.12,0.14
1000,-0.0010309999999999998,-1.1,0.1
1000,-0.0010299999999999999,-1.12,0.08
1000,-0.001029,-1.12,0.12
1000,-0.0010279999999999998,-1.12,0.1
1000,-0.001027,-1.1,0.1
1000,-0.001026,-1.12,0.1
1000,-0.0010249999999999999,-1.12,0.08
1000,-0.001024,-1.12,0.1
1000,-0.001023,-1.1,0.08
1000,-0.001022,-1.1,0.08
1000,-0.001021,-1.12,0.08
1000,-0.0010199999999999999,-1.1,0.06
1000,-0.001019,-1.1,0.08
1000,-0.0010179999999999998,-1.1,0.06
1000,-0.001017,-1.1,0.04
1000,-0.001016,-1.12,0.04
1000,-0.0010149999999999998,-1.1,0.04
1000,-0.001014,-1.12,0.02
1000,-0.001013,-1.1,0.0
1000,-0.0010119999999999999,-1.12,0.04
1000,-0.001011,-1.1,0.02
1000,-0.00101,-1.1,0.0
1000,-0.001009,-1.12,0.02
1000,-0.001008,-1.1,0.0
1000,-0.0010069999999999999,-1.12,-0.02
1000,-0.001006,-1.12,-0.02
1000,-0.0010049999999999998,-1.12,-0.02
1000,-0.001004,-1.12,-0.02
1000,-0.001003,-1.12,-0.04
1000,-0.0010019999999999999,-1.1,-0.02
1000,-0.001001,-1.12,-0.04
1000,-0.001,-1.1,-0.1
1000,-0.0009989999999999999,-1.12,-0.04
1000,-0.000998,-1.12,-0.06
1000,-0.000997,-1.12,-0.06
1000,-0.000996,-1.1,-0.08
1000,-0.000995,-1.1,-0.12
1000,-0.0009939999999999999,-1.1,-0.08
1000,-0.000993,-1.12,-0.08
1000,-0.0009919999999999998,-1.12,-0.08
1000,-0.000991,-1.12,-0.1
1000,-0.00099,-1.1,-0.1
1000,-0.0009889999999999999,-1.1,-0.08
1000,-0.000988,-1.12,-0.1
1000,-0.000987,-1.12,-0.08
1000,-0.000986,-1.12,-0.12
1000,-0.000985,-1.1,-0.12
1000,-0.0009839999999999998,-1.12,-0.12
1000,-0.000983,-1.12,-0.12
1000,-0.0009819999999999998,-1.1,-0.14
1000,-0.0009809999999999999,-1.1,-0.12
1000,-0.00098,-1.12,-0.14
1000,-0.0009789999999999998,-1.12,-0.12
1000,-0.000978,-1.1,-0.16
1000,-0.000977,-1.12,-0.16
1000,-0.0009759999999999999,-1.1,-0.16
1000,-0.000975,-1.12,-0.18
1000,-0.0009739999999999999,-1.12,-0.18
1000,-0.0009729999999999999,-1.1,-0.16
1000,-0.000972,-1.12,-0.16
1000,-0.0009709999999999999,-1.12,-0.18
1000,-0.0009699999999999999,-1.12,-0.18
1000,-0.0009689999999999999,-1.12,-0.18
1000,-0.0009679999999999999,-1.12,-0.2
1000,-0.000967,-1.12,-0.2
1000,-0.000966,-1.12,-0.2
1000,-0.0009649999999999999,-1.12,-0.2
1000,-0.0009639999999999999,-1.12,-0.22
1000,-0.0009629999999999999,-1.1,-0.18
1000,-0.000962,-1.12,-0.22
1000,-0.0009609999999999999,-1.1,-0.22
1000,-0.0009599999999999999,-1.12,-0.22
1000,-0.000959,-1.12,-0.24
1000,-0.0009579999999999999,-1.12,-0.24
1000,-0.000957,-1.12,-0.24
1000,-0.0009559999999999999,-1.12,-0.24
1000,-0.0009549999999999999,-1.12,-0.26
1000,-0.000954,-1.1,-0.26
1000,-0.0009529999999999999,-1.12,-0.24
1000,-0.0009519999999999999,-1.12,-0.26
1000,-0.0009509999999999999,-1.12,-0.28
1000,-0.0009499999999999999,-1.12,-0.26
1000,-0.000949,-1.1,-0.26
1000,-0.000948,-1.12,-0.28
1000,-0.0009469999999999999,-1.12,-0.26
1000,-0.000946,-1.12,-0.28
1000,-0.0009449999999999999,-1.12,-0.28
1000,-0.000944,-1.12,-0.28
1000,-0.0009429999999999999,-1.12,-0.28
1000,-0.0009419999999999999,-1.12,-0.28
1000,-0.000941,-1.12,-0.32
1000,-0.0009399999999999999,-1.12,-0.3
1000,-0.000939,-1.12,-0.3
1000,-0.0009379999999999999,-1.1400000000000001,-0.32
1000,-0.0009369999999999999,-1.1,-0.3
1000,-0.000936,-1.12,-0.32
1000,-0.0009349999999999999,-1.1,-0.32
1000,-0.0009339999999999999,-1.12,-0.34
1000,-0.0009329999999999999,-1.12,-0.34
1000,-0.0009319999999999999,-1.12,-0.32
1000,-0.000931,-1.12,-0.34
1000,-0.0009299999999999999,-1.12,-0.34
1000,-0.0009289999999999999,-1.12,-0.3
1000,-0.000928,-1.1,-0.34
1000,-0.0009269999999999999,-1.12,-0.36
1000,-0.000926,-1.12,-0.36
1000,-0.0009249999999999999,-1.12,-0.36
1000,-0.0009239999999999999,-1.12,-0.36
1000,-0.000923,-1.12,-0.36
1000,-0.0009219999999999999,-1.12,-0.36
1000,-0.0009209999999999999,-1.1,-0.38
1000,-0.0009199999999999999,-1.12,-0.38
1000,-0.0009189999999999999,-1.1400000000000001,-0.38
1000,-0.000918,-1.12,-0.38
1000,-0.000917,-1.12,-0.4
1000,-0.0009159999999999999,-1.12,-0.4
1000,-0.0009149999999999999,-1.12,-0.4
1000,-0.0009139999999999999,-1.12,-0.4
1000,-0.000913,-1.12,-0.38
1000,-0.0009119999999999999,-1.12,-0.42
1000,-0.0009109999999999999,-1.12,-0.4
1000,-0.00091,-1.12,-0.4
1000,-0.0009089999999999999,-1.12,-0.4
1000,-0.000908,-1.12,-0.44
1000,-0.0009069999999999999,-1.1,-0.42
1000,-0.0009059999999999999,-1.12,-0.4
1000,-0.000905,-1.12,-0.42
1000,-0.0009039999999999999,-1.12,-0.44
1000,-0.0009029999999999999,-1.12,-0.44
1000,-0.0009019999999999999,-1.12,-0.44
1000,-0.0009009999999999999,-1.12,-0.44
1000,-0.0009,-1.12,-0.44
1000,-0.000899,-1.12,-0.46
1000,-0.0008979999999999999,-1.12,-0.46
1000,-0.000897,-1.12,-0.44
1000,-0.0008959999999999999,-1.12,-0.44
1000,-0.000895,-1.12,-0.46
1000,-0.0008939999999999999,-1.12,-0.46
1000,-0.0008929999999999999,-1.12,-0.46
1000,-0.000892,-1.12,-0.46
1000,-0.0008909999999999999,-1.12,-0.46
1000,-0.00089,-1.12,-0.44
1000,-0.0008889999999999999,-1.1400000000000001,-0.48
1000,-0.0008879999999999999,-1.12,-0.48
1000,-0.000887,-1.12,-0.48
1000,-0.0008859999999999999,-1.1400000000000001,-0.5
1000,-0.0008849999999999999,-1.12,-0.48
1000,-0.0008839999999999999,-1.12,-0.48
1000,-0.0008829999999999999,-1.12,-0.48
1000,-0.000882,-1.12,-0.5
1000,-0.000881,-1.12,-0.5
1000,-0.0008799999999999999,-1.12,-0.5
1000,-0.000879,-1.12,-0.5
1000,-0.0008779999999999999,-1.12,-0.5
1000,-0.000877,-1.12,-0.5
1000,-0.0008759999999999999,-1.12,-0.5
1000,-0.0008749999999999999,-1.1,-0.5
1000,-0.000874,-1.12,-0.5
1000,-0.0008729999999999999,-1.12,-0.52
1000,-0.0008719999999999999,-1.12,-0.54
1000,-0.0008709999999999999,-1.12,-0.52
1000,-0.0008699999999999999,-1.12,-0.52
1000,-0.000869,-1.12,-0.54
1000,-0.000868,-1.12,-0.52
1000,-0.0008669999999999999,-1.12,-0.54
1000,-0.0008659999999999999,-1.12,-0.56
1000,-0.0008649999999999999,-1.12,-0.54
1000,-0.000864,-1.12,-0.56
1000,-0.0008629999999999999,-1.12,-0.56
1000,-0.0008619999999999999,-1.12,-0.56
1000,-0.000861,-1.1400000000000001,-0.56
1000,-0.0008599999999999999,-1.1400000000000001,-0.56
1000,-0.000859,-1.12,-0.58
1000,-0.0008579999999999999,-1.1400000000000001,-0.56
1000,-0.0008569999999999999,-1.12,-0.56
1000,-0.000856,-1.12,-0.58
1000,-0.0008549999999999999,-1.12,-0.58
1000,-0.0008539999999999999,-1.12,-0.58
1000,-0.0008529999999999999,-1.1,-0.58
1000,-0.0008519999999999999,-1.12,-0.58
1000,-0.000851,-1.12,-0.58
1000,-0.00085,-1.12,-0.58
1000,-0.0008489999999999999,-1.12,-0.58
1000,-0.000848,-1.12,-0.58
1000,-0.0008469999999999999,-1.1400000000000001,-0.6
1000,-0.000846,-1.1400000000000001,-0.6
1000,-0.0008449999999999999,-1.12,-0.6
1000,-0.0008439999999999999,-1.12,-0.6
1000,-0.000843,-1.1400000000000001,-0.62
1000,-0.0008419999999999999,-1.12,-0.6
1000,-0.000841,-1.1400000000000001,-0.62
1000,-0.0008399999999999999,-1.12,-0.6
1000,-0.0008389999999999999,-1.12,-0.6
1000,-0.000838,-1.12,-0.64
1000,-0.0008369999999999999,-1.1400000000000001,-0.62
1000,-0.0008359999999999999,-1.12,-0.62
1000,-0.0008349999999999999,-1.12,-0.64
1000,-0.0008339999999999999,-1.1400000000000001,-0.62
1000,-0.000833,-1.12,-0.62
1000,-0.000832,-1.1400000000000001,-0.64
1000,-0.0008309999999999999,-1.12,-0.62
1000,-0.00083,-1.12,-0.62
1000,-0.0008289999999999999,-1.12,-0.66
1000,-0.000828,-1.12,-0.64
1000,-0.0008269999999999999,-1.12,-0.64
1000,-0.0008259999999999999,-1.1400000000000001,-0.64
1000,-0.000825,-1.1400000000000001,-0.64
1000,-0.0008239999999999999,-1.12,-0.66
1000,-0.000823,-1.12,-0.64
1000,-0.0008219999999999999,-1.12,-0.64
1000,-0.0008209999999999999,-1.12,-0.64
1000,-0.00082,-1.12,-0.66
1000,-0.000819,-1.12,-0.66
1000,-0.0008179999999999999,-1.12,-0.66
1000,-0.0008169999999999999,-1.12,-0.68
1000,-0.0008159999999999999,-1.12,-0.66
1000,-0.000815,-1.12,-0.66
1000,-0.0008139999999999999,-1.12,-0.68
1000,-0.0008129999999999999,-1.12,-0.66
1000,-0.000812,-1.1400000000000001,-0.66
1000,-0.0008109999999999999,-1.12,-0.68
1000,-0.00081,-1.12,-0.68
1000,-0.0008089999999999999,-1.12,-0.66
1000,-0.0008079999999999999,-1.12,-0.68
1000,-0.000807,-1.12,-0.68
1000,-0.0008059999999999999,-1.12,-0.66
1000,-0.0008049999999999999,-1.12,-0.68
1000,-0.0008039999999999999,-1.1400000000000001,-0.7000000000000001
1000,-0.0008029999999999999,-1.12,-0.68
1000,-0.000802,-1.12,-0.7000000000000001
1000,-0.000801,-1.1400000000000001,-0.68
1000,-0.0007999999999999999,-1.1400000000000001,-0.72
1000,-0.0007989999999999999,-1.1400000000000001,-0.68
1000,-0.000798,-1.12,-0.68
1000,-0.000797,-1.12,-0.68
1000,-0.0007959999999999999,-1.12,-0.7000000000000001
1000,-0.0007949999999999999,-1.1400000000000001,-0.68
1000,-0.0007939999999999999,-1.1400000000000001,-0.7000000000000001
1000,-0.000793,-1.1400000000000001,-0.7000000000000001
1000,-0.000792,-1.1400000000000001,-0.7000000000000001
1000,-0.0007909999999999999,-1.1400000000000001,-0.72
1000,-0.0007899999999999999,-1.1400000000000001,-0.7000000000000001
1000,-0.000789,-1.12,-0.7000000000000001
1000,-0.000788,-1.1400000000000001,-0.72
1000,-0.0007869999999999999,-1.12,-0.72
1000,-0.0007859999999999999,-1.1400000000000001,-0.72
1000,-0.0007849999999999999,-1.1400000000000001,-0.72
1000,-0.000784,-1.1400000000000001,-0.72
1000,-0.000783,-1.12,-0.72
1000,-0.0007819999999999999,-1.12,-0.72
1000,-0.0007809999999999999,-1.1400000000000001,-0.72
1000,-0.00078,-1.1400000000000001,-0.72
1000,-0.000779,-1.12,-0.72
1000,-0.0007779999999999999,-1.12,-0.72
1000,-0.0007769999999999999,-1.12,-0.72
1000,-0.0007759999999999999,-1.12,-0.72
1000,-0.000775,-1.1400000000000001,-0.74
1000,-0.000774,-1.1400000000000001,-0.74
1000,-0.0007729999999999999,-1.1400000000000001,-0.74
1000,-0.0007719999999999999,-1.1400000000000001,-0.74
1000,-0.000771,-1.1400000000000001,-0.74
1000,-0.00077,-1.12,-0.74
1000,-0.0007689999999999999,-1.1400000000000001,-0.74
1000,-0.0007679999999999999,-1.1400000000000001,-0.76
1000,-0.0007669999999999999,-1.1400000000000001,-0.76
1000,-0.000766,-1.12,-0.76
1000,-0.000765,-1.1400000000000001,-0.74
1000,-0.0007639999999999999,-1.1400000000000001,-0.72
1000,-0.0007629999999999999,-1.12,-0.76
1000,-0.000762,-1.12,-0.76
1000,-0.000761,-1.12,-0.76
1000,-0.0007599999999999999,-1.12,-0.76
1000,-0.0007589999999999999,-1.12,-0.78
1000,-0.0007579999999999999,-1.12,-0.76
1000,-0.000757,-1.12,-0.78
1000,-0.0007559999999999999,-1.12,-0.78
1000,-0.0007549999999999999,-1.12,-0.76
1000,-0.0007539999999999999,-1.12,-0.78
1000,-0.000753,-1.1400000000000001,-0.8200000000000001
1000,-0.000752,-1.12,-0.78
1000,-0.0007509999999999999,-1.12,-0.78
1000,-0.0007499999999999999,-1.12,-0.8
1000,-0.000749,-1.1400000000000001,-0.8
1000,-0.000748,-1.12,-0.78
1000,-0.0007469999999999999,-1.1400000000000001,-0.8
1000,-0.0007459999999999999,-1.1400000000000001,-0.8
1000,-0.0007449999999999999,-1.1400000000000001,-0.8
1000,-0.000744,-1.12,-0.78
1000,-0.000743,-1.1400000000000001,-0.8
1000,-0.0007419999999999999,-1.12,-0.8
1000,-0.0007409999999999999,-1.1400000000000001,-0.8
1000,-0.00074,-1.1400000000000001,-0.8
1000,-0.000739,-1.12,-0.8
1000,-0.0007379999999999999,-1.1400000000000001,-0.8
1000,-0.0007369999999999999,-1.1400000000000001,-0.8
1000,-0.0007359999999999999,-1.12,-0.8200000000000001
1000,-0.000735,-1.12,-0.8200000000000001
1000,-0.000734,-1.1400000000000001,-0.8
1000,-0.0007329999999999999,-1.1400000000000001,-0.8200000000000001
1000,-0.0007319999999999999,-1.12,-0.8200000000000001
1000,-0.000731,-1.12,-0.8
1000,-0.00073,-1.12,-0.8
1000,-0.0007289999999999999,-1.1400000000000001,-0.88
1000,-0.0007279999999999999,-1.12,-0.8200000000000001
1000,-0.0007269999999999999,-1.1400000000000001,-0.8200000000000001
1000,-0.000726,-1.1400000000000001,-0.8200000000000001
1000,-0.000725,-1.12,-0.8200000000000001
1000,-0.0007239999999999999,-1.12,-0.8200000000000001
1000,-0.0007229999999999999,-1.12,-0.8200000000000001
1000,-0.000722,-1.1400000000000001,-0.8200000000000001
1000,-0.000721,-1.1400000000000001,-0.84
1000,-0.0007199999999999999,-1.12,-0.8200000000000001
1000,-0.0007189999999999999,-1.1400000000000001,-0.84
1000,-0.0007179999999999999,-1.1400000000000001,-0.84
1000,-0.000717,-1.12,-0.8200000000000001
1000,-0.000716,-1.12,-0.84
1000,-0.0007149999999999999,-1.12,-0.8200000000000001
1000,-0.0007139999999999999,-1.1400000000000001,-0.84
1000,-0.000713,-1.12,-0.84
1000,-0.000712,-1.12,-0.84
1000,-0.0007109999999999999,-1.12,-0.84
1000,-0.0007099999999999999,-1.1400000000000001,-0.84
1000,-0.0007089999999999999,-1.1400000000000001,-0.84
1000,-0.000708,-1.12,-0.84
1000,-0.000707,-1.12,-0.86
1000,-0.0007059999999999999,-1.1400000000000001,-0.84
1000,-0.0007049999999999999,-1.1400000000000001,-0.84
1000,-0.000704,-1.1400000000000001,-0.86
1000,-0.000703,-1.12,-0.86
1000,-0.0007019999999999999,-1.1400000000000001,-0.88
1000,-0.0007009999999999999,-1.12,-0.86
1000,-0.0007,-1.1400000000000001,-0.86
1000,-0.000699,-1.12,-0.86
1000,-0.0006979999999999999,-1.1400000000000001,-0.84
1000,-0.0006969999999999999,-1.1400000000000001,-0.86
1000,-0.0006959999999999999,-1.1400000000000001,-0.86
1000,-0.000695,-1.1400000000000001,-0.86
1000,-0.000694,-1.1400000000000001,-0.86
1000,-0.0006929999999999999,-1.12,-0.86
1000,-0.0006919999999999999,-1.1400000000000001,-0.86
1000,-0.000691,-1.1400000000000001,-0.86
1000,-0.00069,-1.1400000000000001,-0.88
1000,-0.0006889999999999999,-1.12,-0.86
1000,-0.0006879999999999999,-1.1400000000000001,-0.88
1000,-0.0006869999999999999,-1.1400000000000001,-0.86
1000,-0.000686,-1.12,-0.86
1000,-0.000685,-1.1400000000000001,-0.88
1000,-0.0006839999999999999,-1.1400000000000001,-0.9400000000000001
1000,-0.0006829999999999999,-1.1400000000000001,-0.88
1000,-0.000682,-1.16,-0.88
1000,-0.000681,-1.12,-0.88
1000,-0.0006799999999999999,-1.12,-0.88
1000,-0.0006789999999999999,-1.1400000000000001,-0.88
1000,-0.0006779999999999999,-1.12,-0.9
1000,-0.000677,-1.12,-0.88
1000,-0.000676,-1.12,-0.88
1000,-0.0006749999999999999,-1.1400000000000001,-0.88
1000,-0.0006739999999999999,-1.1400000000000001,-0.9
1000,-0.000673,-1.1400000000000001,-0.9
1000,-0.000672,-1.1400000000000001,-0.9
1000,-0.0006709999999999999,-1.1400000000000001,-0.9
1000,-0.0006699999999999999,-1.1400000000000001,-0.88
1000,-0.0006689999999999999,-1.1400000000000001,-0.88
1000,-0.000668,-1.1400000000000001,-0.88
1000,-0.000667,-1.1400000000000001,-0.88
1000,-0.0006659999999999999,-1.1400000000000001,-0.88
1000,-0.0006649999999999999,-1.12,-0.88
1000,-0.000664,-1.1400000000000001,-0.88
1000,-0.000663,-1.12,-0.9
1000,-0.0006619999999999999,-1.1400000000000001,-0.92
1000,-0.0006609999999999999,-1.1400000000000001,-0.9
1000,-0.00066,-1.1400000000000001,-0.9
1000,-0.000659,-1.12,-0.9
1000,-0.000658,-1.1400000000000001,-0.92
1000,-0.0006569999999999999,-1.1400000000000001,-0.9
1000,-0.0006559999999999999,-1.12,-0.9
1000,-0.000655,-1.12,-0.92
1000,-0.000654,-1.12,-0.9
1000,-0.0006529999999999999,-1.12,-0.9
1000,-0.0006519999999999999,-1.1400000000000001,-0.92
1000,-0.000651,-1.1400000000000001,-0.9
1000,-0.00065,-1.12,-0.92
1000,-0.000649,-1.1400000000000001,-0.9
1000,-0.0006479999999999999,-1.12,-0.9
1000,-0.0006469999999999999,-1.12,-0.92
1000,-0.000646,-1.12,-0.92
1000,-0.000645,-1.1400000000000001,-0.92
1000,-0.0006439999999999999,-1.1400000000000001,-0.92
1000,-0.0006429999999999999,-1.1400000000000001,-0.92
1000,-0.000642,-1.1400000000000001,-0.92
1000,-0.000641,-1.12,-0.92
1000,-0.0006399999999999999,-1.12,-0.9400000000000001
1000,-0.0006389999999999999,-1.12,-0.92
1000,-0.0006379999999999999,-1.1400000000000001,-0.92
1000,-0.000637,-1.1400000000000001,-0.92
1000,-0.000636,-1.12,-0.9400000000000001
1000,-0.0006349999999999999,-1.12,-0.92
1000,-0.0006339999999999999,-1.1400000000000001,-0.92
1000,-0.000633,-1.12,-0.92
1000,-0.000632,-1.12,-0.92
1000,-0.0006309999999999999,-1.1400000000000001,-0.92
1000,-0.0006299999999999999,-1.12,-0.92
1000,-0.0006289999999999999,-1.12,-0.9400000000000001
1000,-0.000628,-1.12,-0.9400000000000001
1000,-0.000627,-1.12,-0.92
1000,-0.0006259999999999999,-1.12,-0.9400000000000001
1000,-0.0006249999999999999,-1.1400000000000001,-0.92
1000,-0.000624,-1.1400000000000001,-0.96
1000,-0.000623,-1.1400000000000001,-0.92
1000,-0.0006219999999999999,-1.1400000000000001,-0.9400000000000001
1000,-0.0006209999999999999,-1.1400000000000001,-0.9400000000000001
1000,-0.0006199999999999999,-1.12,-0.9400000000000001
1000,-0.000619,-1.1400000000000001,-0.96
1000,-0.000618,-1.1400000000000001,-0.9400000000000001
1000,-0.0006169999999999999,-1.12,-0.92
1000,-0.0006159999999999999,-1.1400000000000001,-0.9400000000000001
1000,-0.000615,-1.1400000000000001,-0.9400000000000001
1000,-0.000614,-1.1400000000000001,-0.9400000000000001
1000,-0.0006129999999999999,-1.12,-0.9400000000000001
1000,-0.0006119999999999999,-1.1400000000000001,-0.96
1000,-0.000611,-1.1400000000000001,-0.96
1000,-0.00061,-1.1400000000000001,-0.9400000000000001
1000,-0.000609,-1.12,-0.9400000000000001
1000,-0.0006079999999999999,-1.12,-0.9400000000000001
1000,-0.0006069999999999999,-1.1400000000000001,-0.96
1000,-0.000606,-1.1400000000000001,-0.9400000000000001
1000,-0.000605,-1.1400000000000001,-0.9400000000000001
1000,-0.0006039999999999999,-1.1400000000000001,-0.9400000000000001
1000,-0.0006029999999999999,-1.1400000000000001,-0.9400000000000001
1000,-0.000602,-1.1400000000000001,-0.96
1000,-0.000601,-1.1400000000000001,-0.96
1000,-0.0006,-1.1400000000000001,-0.96
1000,-0.0005989999999999999,-1.12,-0.96
1000,-0.0005979999999999999,-1.1400000000000001,-0.96
1000,-0.000597,-1.12,-0.96
1000,-0.000596,-1.1400000000000001,-0.96
1000,-0.0005949999999999999,-1.1400000000000001,-0.98
1000,-0.0005939999999999999,-1.1400000000000001,-0.96
1000,-0.000593,-1.12,-0.96
1000,-0.000592,-1.12,-0.9400000000000001
1000,-0.0005909999999999999,-1.12,-0.96
1000,-0.0005899999999999999,-1.1400000000000001,-0.96
1000,-0.0005889999999999999,-1.1400000000000001,-0.98
1000,-0.000588,-1.12,-0.98
1000,-0.000587,-1.1400000000000001,-0.96
1000,-0.0005859999999999999,-1.12,-0.98
1000,-0.0005849999999999999,-1.12,-0.98
1000,-0.000584,-1.12,-0.96
1000,-0.000583,-1.1400000000000001,-0.98
1000,-0.0005819999999999999,-1.1400000000000001,-0.98
1000,-0.0005809999999999999,-1.1400000000000001,-0.98
1000,-0.0005799999999999999,-1.1400000000000001,-0.98
1000,-0.000579,-1.1400000000000001,-0.98
1000,-0.000578,-1.1400000000000001,-1.0
1000,-0.0005769999999999999,-1.1400000000000001,-0.98
1000,-0.0005759999999999999,-1.1400000000000001,-0.98
1000,-0.000575,-1.1400000000000001,-0.98
1000,-0.000574,-1.1400000000000001,-0.98
1000,-0.0005729999999999999,-1.12,-0.98
1000,-0.0005719999999999999,-1.12,-0.96
1000,-0.0005709999999999999,-1.12,-0.96
1000,-0.00057,-1.1400000000000001,-0.98
1000,-0.000569,-1.12,-0.98
1000,-0.0005679999999999999,-1.12,-0.98
1000,-0.0005669999999999999,-1.12,-0.98
